"CARRIER","CARRIER_NAME","START_DATE_SOURCE","THRU_DATE_SOURCE",
"TSA","Sierra Pacific Airlines",1960-01-01,1992-06-30,
"TSF","American Central Airlines",1960-01-01,1985-12-31,
"TSI","Trans Sierra Airlines Inc.",1960-01-01,2002-09-30,
"TSQ","TPI International Airways",1990-01-01,1990-08-31,
"TTD","Tatonduk Outfitters Limited d/b/a Tatonduk Flying Service",1986-12-01,1995-06-30,
"TTM","The Time Machine",1982-12-01,2002-09-30,
"TTQ","Canada 3000 Airlines Ltd.",1990-01-01,1996-12-31,
"TUL","Tulsair Beechcraft Inc.",1960-01-01,2002-09-30,
"TUR","Turner Aire",1985-06-01,2002-09-30,
"TV","Haiti Trans Air",1989-01-01,1996-09-30,
"TVL","Travelair",1990-09-01,2002-09-30,
"TV","Transamerica Airlines Inc.",1979-01-01,1986-09-30,
"TWA","Trans Western Airlines Utah",1960-01-01,1987-12-31,
"TWE","Trans World Express",1991-12-01,2001-12-31,
"TWQ","Air Transat",1988-03-01,1991-08-31,
"TW","Trans World Airlines Inc.",1960-01-01,2001-03-31,
"TW","Trans World Airways LLC",2001-04-01,2001-12-31,
"TXA","Texas National Airlines",1985-12-01,2002-09-30,
"TXE","Trans Air (Hawaii)",1990-03-01,2002-09-30,
"TXQ","British Caribbean Airways",1981-07-01,1989-12-31,
"TX","Soc.Nouvelle Air Guadeloupe",1998-01-01,2001-01-31,
"TX","Transportes Aereos Nacional",1981-07-01,1991-10-31,
"TXY","Texas Airways",1995-03-01,2002-09-30,
"TYE","Temsco Airlines",1960-01-01,2002-09-30,
"TZ","American Trans Air Inc.",1981-03-01,1999-12-31,
"TZ","American Trans Air Inc.",2000-01-01,2003-02-28,
"TZ","ATA Airlines d/b/a ATA",2003-03-01,2006-12-31,
"TZ","ATA Airlines d/b/a ATA",2007-01-01,2008-06-30,
"TZQ","Air 2000 Limited",1988-11-01,2003-12-31,
"TZQ","First Choice Airways",2004-01-01,,
"U2","UFS Inc.",1993-09-01,2000-12-31,
"U5","USA 3000 Airlines",2003-04-01,2004-12-31,
"U5","USA 3000 Airlines",2005-01-01,2012-03-31,
"U7","USA Jet Airlines Inc.",1994-12-01,1996-12-31,
"U7","USA Jet Airlines Inc.",1997-01-01,1999-12-31,
"U7","USA Jet Airlines Inc.",2000-01-01,2002-12-31,
"U7","USA Jet Airlines Inc.",2003-01-01,2006-12-31,
"U7","USA Jet Airlines Inc.",2007-01-01,2009-12-31,
"U7","USA Jet Airlines Inc.",2010-01-01,2010-12-31,
"U7","USA Jet Airlines Inc.",2011-01-01,,
"UAI","Universal Airways Inc.",1960-01-01,2002-09-30,
"UA","United Air Lines Inc.",1960-01-01,,
"UC","Ladeco",1981-09-01,1996-04-30,
"UD","Fast Air Carrier Ltd.",1990-01-01,1998-12-31,
"UH","US Helicopter Corporation",2006-03-01,2010-03-31,
"UMQ","Air Manila Inc.",1981-07-01,1989-12-31,
"UNQ","Overseas National Airways",1981-04-01,1985-12-31,
"UN","Transaero Airlines",1996-06-01,1999-02-28,
"UN","Transaero Airlines",2010-10-01,2015-10-31,
"UO","Hong Kong Express Airways Limited",2016-12-01,,
"UP","Bahamasair Holding Limited",1981-07-01,,
"UR","Empire Airlines Inc.",1979-10-01,1986-04-30,
"URQ","Aero Uruguay",1992-01-01,2001-10-31,
"USA","Air U.S.",1960-01-01,2002-09-30,
"USQ","USA 3000 Airlines",2001-12-01,2003-03-31,
"US","USAir",1988-10-01,1997-01-31,
"US","US Airways Inc.",1997-02-01,2015-06-30,
"UTQ","Universal Airlines Inc.",1990-01-01,1992-03-31,
"UT","Union De Transports Aeriens",1981-07-01,1993-01-31,
"UX","Air Europa",1997-01-01,2001-10-31,
"UX","Air Europa",2009-06-01,,
"UX","Air Illinois Inc.",1983-01-01,1984-02-29,
"UXQ","Air Europa",1988-12-01,1996-12-31,
"UYQ","Aerolineas Uruguayas S.A.",1993-07-01,2002-05-31,
"V4","Vensecar International",2002-01-01,,
"V5","J.D.Valenciana De Aviation",1993-05-01,1993-12-31,
"V6","CLAIRMONT HOLDINGS d/b/a VI AIRLINK",2017-01-01,,
"V8","Iliamna Air Taxi",2003-04-01,,
"V9","Eagle Airlines",1993-05-01,1995-05-31,
"VAG","Vagabond Aviation Inc.",1960-01-01,2002-09-30,
"VAL","Vieques Air Link Inc.",1960-01-01,2002-09-30,
"VAQ","Vacationair",1988-12-01,1989-12-31,
"VAS","Valley Air Services",1990-09-01,2002-09-30,
"VA","Venezuelan International Airways",1981-07-01,1997-01-31,
"VA","Virgin Blue International Airlines t/a V Australia",2009-01-01,,
"VB","Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus",2008-01-01,,
"VB","Pacific Express",1982-02-01,1984-02-29,
"VCQ","Victory Air Transport Inc.",2004-03-01,2010-12-31,
"VC","Servicios Avensa",1991-08-01,2002-05-31,
"VE","Aerovias Venezolanas-Avensa",1986-07-01,2002-04-30,
"VEE","PSA Airlines Inc.",1960-01-01,2002-09-30,
"VEE","PSA Airlines Inc.",2002-10-01,2004-06-30,
"VER","Britt Airlines Inc.",1960-01-01,2002-09-30,
"VEZ","Valdez Airlines",1960-01-01,1985-12-31,
"VH","Aeropostal Alas De Venezuel",1998-07-01,2008-02-29,
"VH","Fast Colombia SAS d/b/a Viva Colombia",2019-02-01,,
"VIA","Air St. Thomas",1960-01-01,2002-09-30,
"VIG","Viking Express",1960-01-01,2002-09-30,
"VIN","Vale International Airlines",1960-01-01,2002-09-30,
"VIQ","Viscount Air Service Inc.",1994-06-01,1996-10-31,
"VIQ","Volga-Dnepr Airlines",2002-10-01,,
"VIS","Virgin Islands Seaplane",1982-03-01,2002-09-30,
"VI","Vieques Air Link Inc.",2002-10-01,,
"VI","Volga-Dnepr Airlines",1994-03-01,2002-09-30,
"VJT","VistaJet Limited",2013-01-01,,
"VK","Air Tungaru Corporation",1984-03-01,1991-03-31,
"VLA","Village Aviation",1985-12-01,2001-12-31,
"VLA","Village Aviation",2002-01-01,2004-11-30,
"VL","Mid-South Aviation Inc.",1979-06-01,1984-02-29,
"VLY","Valley Airlines",1960-01-01,2002-09-30,
"VNA","Vietnam Airline",2020-09-01,,
"VOQ","Avalon Aviation Ltd.",1981-07-01,1989-12-31,
"VPJ","Vintage Props & Jets Inc.",2002-10-01,2005-12-31,
"VP","Viacao Aerea Sao Paulo",1986-10-01,2000-05-31,
"VQ","Vintage Props & Jets Inc.",2006-01-01,2008-06-30,
"VR","Transportes Aereos De Cabo",1987-04-01,,
"VSA","VistaJet Luftfahrtunternehmen GmbH",2007-02-01,,
"VS","Virgin Atlantic Airways",1984-06-01,,
"VV","Aerosvit Ukranian Airlines",2003-03-01,,
"VV","Challenge Air International Inc.",1986-07-01,1987-09-30,
"VV","Challenge Air Transport Inc.",1981-12-01,1986-06-30,
"VW","Aeromar C. Por A.",1993-07-01,1994-12-31,
"VW","Transportes Aeromar S.A de C.V",2011-08-01,,
"VX","Aces Airlines",1992-07-01,2003-08-31,
"VX","Virgin America",2007-07-01,2008-12-31,
"VX","Virgin America",2009-01-01,2012-12-31,
"VX","Virgin America",2013-01-01,2018-03-31,
"VY","Highland Express Airways",1987-09-01,1989-12-31,
"W3","Arik Air International",2009-11-01,,
"W4","Mn Aviation, Inc.",2004-01-01,2006-09-30,
"W7","Western Pacific Airlines",1995-04-01,1998-01-31,
"W8","Cargojet Airways Ltd.",2003-03-01,,
"W8","Cargojet Logistics",2002-11-01,2003-02-28,
"W9","Eastwind Airlines Inc.",1995-08-01,1998-12-31,
"W9","Eastwind Airlines Inc.",1999-01-01,1999-07-31,
"WAC","Air East Airlines",1960-01-01,2002-09-30,
"WAI","Wise Airlines Inc.",1985-03-01,2002-09-30,
"WAL","Warbelow",2002-01-01,2003-03-31,
"WAP","Arrow Panama",2006-07-01,,
"WAQ","Air Charter Systems (Acs)",1987-06-01,2002-05-31,
"WAR","Waring Air",1983-03-01,2002-09-30,
"WAS","Wright Air Service",1986-03-01,2001-12-31,
"WAS","Wright Air Service",2002-01-01,2003-03-31,
"WA","Western Air Lines Inc.",1960-01-01,1987-03-31,
"WA","Worldwide Airlines Services",1992-09-01,1995-02-28,
"WAW","Westward Airways Inc.",2003-07-01,2005-07-31,
"WCA","Walker's International",1960-01-01,2002-09-30,
"WCI","Mountainwest Airlines",1960-01-01,2002-09-30,
"WC","Wien Air Alaska Inc.",1968-04-01,1984-12-31,
"WD","Halisa Air",1995-04-01,1997-03-31,
"WDQ","Wardair Canada Inc.",1981-07-01,1989-12-31,
"WEB","Southeast Alaska Airlines",1960-01-01,1985-12-31,
"WE","Centurion Cargo Inc.",2001-08-01,2002-12-31,
"WE","Centurion Cargo Inc.",2003-01-01,2005-12-31,
"WE","Centurion Cargo Inc.",2006-01-01,2008-12-31,
"WE","Centurion Cargo Inc.",2009-01-01,2016-12-31,
"WEQ","Aero-Services-Corporate",2005-07-01,,
"WES","Western Star Airlines Inc.",1960-01-01,2002-09-30,
"WET","Western Charter Inc.",1960-01-01,2002-09-30,
"WFS","Wheeler Airlines",1960-01-01,2002-09-30,
"WFT","Westflight Aviation",1984-09-01,1997-12-31,
"WGL","Wrangell Air Service",1985-09-01,2002-09-30,
"WGQ","Gateway Aviation Limited",1981-07-01,1989-12-31,
"WG","Sunwing Airlines Inc.",2007-09-01,,
"WGT","Volkswagen AirSevice GmbH dba Volkswagon",2019-11-01,,
"WIA","Wisc Air",1960-01-01,2002-09-30,
"WIL","Will's Air",1960-01-01,2002-09-30,
"WIR","Williams Air Inc.",1981-12-01,2002-09-30,
"WIS","Air Wisconsin Inc.",1960-01-01,1978-12-31,
"WI","Sky Lease Cargo",2012-01-01,2018-12-31,
"WI","Sky Lease Cargo",2019-01-01,,
"WI","Tradewinds Airlines",1998-02-01,1999-12-31,
"WI","Tradewinds Airlines",2000-01-01,2010-12-31,
"WI","Tradewinds Airlines",2011-01-01,2011-12-31,
"WLB","Wilburs Inc.",1985-06-01,1991-06-30,
"WL","Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",2017-07-01,,
"WLH","Welch Aviation",1989-06-01,2002-09-30,
"WLQ","Worldwide Airlines Inc.",1984-09-01,1986-03-31,
"WL","World Air Network",1991-10-01,1995-09-30,
"WM","Windward Islands Airways",1981-07-01,1989-12-31,
"WNG","Wings Airways",1960-01-01,2002-09-30,
"WNQ","Winair Inc.",1997-12-01,1998-12-31,
"WN","Southwest Airlines Co.",1979-01-01,,
"WOA","Wings Of Alaska",1983-03-01,2001-12-31,
"WOA","Wings Of Alaska",2002-01-01,2003-03-31,
"WOQ","Winnport Logistics",2000-05-01,2002-10-31,
"WO","SWOOP Inc.",2018-10-01,,
"WO","World Airways Inc.",1979-01-01,2014-03-31,
"WP","Aloha Island Air",2002-10-01,2006-03-31,
"WP","Island Air Hawaii",2006-04-01,2006-09-30,
"WP","Island Air Hawaii",2006-10-01,2012-12-31,
"WP","Island Air Hawaii",2013-01-01,,
"WRA","Wra Inc.",1988-06-01,2002-09-30,
"WRB","40-Mile Air",1960-01-01,2001-12-31,
"WRB","40-Mile Air",2002-01-01,2003-03-31,
"WRD","Ward Air",2001-11-01,,
"WRT","Wright Airlines Inc.",1960-01-01,1987-12-31,
"WR","WestJet Encore Ltd.",2016-03-01,,
"WSK","AAR Western Skyways",1985-06-01,2002-09-30,
"WS","Suncoast Airlines Inc.",1986-08-01,1988-02-29,
"WST","Friday Harbor Seaplanes",2016-01-01,,
"WST","West Isle Air",1990-09-01,2002-09-30,
"WST","West Isle Air",2002-10-01,2015-12-31,
"WSU","Mission Air",1981-12-01,2002-09-30,
"WS","Westjet",2002-01-01,,
"WTA","Westates Airlines",1985-09-01,1987-12-31,
"WT","Nigeria Airways Ltd.",1981-07-01,1995-02-28,
"WV","Air Greco, Inc., d/b/a Wings Air",2008-07-01,2009-06-30,
"WV","Air South Inc.",1994-08-01,1997-08-31,
"WWI","Wings West Airlines",1960-01-01,1998-03-31,
"WWQ","Worldways Canada Ltd.",1985-01-01,1991-08-31,
"WW","WOW Air ehf",2014-05-01,,
"X3","Hapag-Lloyd Express GmbH",2010-01-01,2010-10-31,
"X4","Air Excursions LLC",2010-01-01,,
"X7","ACE Belgium Freighters S.A.",2018-07-01,2020-05-31,
"X7","Challenge Airlines (BE) S.A.",2020-06-01,,
"X9","Omni Air Express",1993-04-01,2003-12-31,
"X9","Omni Air Express",2004-01-01,2016-09-30,
"X9","Omni Air International LLC",2016-10-01,,
"XAA","Aero Union Corp",1981-06-01,1986-12-31,
"XAB","Air Polynesia d/b/a DHL Cargo",1982-12-01,1986-12-31,
"XAC","Air Express International Airlines",1981-06-01,1986-12-31,
"XAE","Amerford Airways Inc.",1981-06-01,1989-12-31,
"XAF","Astro-Wing Airlines Inc.",1981-06-01,1989-12-31,
"XAG","Ball Brothers Inc.",1981-06-01,1989-12-31,
"XAH","Hawaii Pacific Air",1991-10-01,1994-12-31,
"XAI","Burlington Northern Inc.",1981-06-01,1989-12-31,
"XAJ","Central American International",1981-06-01,1986-12-31,
"XAK","Century Airlines Inc.",1981-06-01,1989-12-31,
"XAL","Challenge Air Transport Inc.",1981-06-01,1981-06-30,
"XAM","Cohlmia Aviation",1981-06-01,1988-12-31,
"XAN","Conner Air Lines Inc.",1981-06-01,1986-12-31,
"XAO","Dallas Flight Center",1981-06-01,1989-12-31,
"XAQ","Cam Air International Inc.",1981-06-01,1987-12-31,
"XAR","Jet Way Inc.",1981-06-01,1989-12-31,
"XAS","Klondike Air Inc.",1981-06-01,1989-12-31,
"XAT","Michigan Peninsula Airways",1981-06-01,1986-12-31,
"XAU","Flight Line Inc.",1981-06-01,1993-12-31,
"XAW","Northern Air Cargo Inc.",1981-06-01,1982-11-30,
"XAY","Pat Air",1981-06-01,1989-12-31,
"XAZ","Purolator Sky Courier Inc.",1981-06-01,1987-12-31,
"XBC","Jet East Inc.",1983-12-01,1989-12-31,
"XBD","Trans Continental Airlines",1981-06-01,1988-12-31,
"XBE","United Parcel Service",1981-06-01,1988-09-30,
"XBF","WTC Airlines",1981-06-01,1986-12-31,
"XBH","Profit Airlines Inc.",1981-06-01,1986-12-31,
"XBI","CF Air Freight",1981-06-01,1986-12-31,
"XBJ","International Air Service",1981-06-01,1986-12-31,
"XBL","Interstate Airlines Inc.",1981-06-01,1985-04-30,
"XBM","Phh Air Inc.",1981-06-01,1989-12-31,
"XBP","Circle Airfreight Corp.",1981-06-01,1987-12-31,
"XBQ","Aeronaves De Puerto Rico",1981-06-01,1986-12-31,
"XBR","Allstates Air Cargo Inc.",1981-06-01,1986-12-31,
"XBT","Pacific Alaska Airlines Inc.",1981-06-01,1987-12-31,
"XBV","Nal Inc.",1981-07-01,1989-12-31,
"XBW","DHL Airways",1981-06-01,1992-03-31,
"XBX","Icb International Airlines",1981-06-01,1987-12-31,
"XBY","Wrangler Aviation Inc.",1981-06-01,1990-02-28,
"XBZ","Air Natl Aircraft Sal & Ser",1982-12-01,1989-12-31,
"XCA","Hawkins And Powers Aviation",1983-12-01,1986-12-31,
"XC","Air Caribbean",1997-01-01,2000-06-30,
"XDA","Pacific Air Express Inc.",1984-12-01,1988-12-31,
"XDC","Hemisphere Air Charter",1986-06-01,1989-12-31,
"XDD","International Parcel Express Inc.",1986-12-01,1989-12-31,
"XDE","Air Train Inc.",1987-12-01,1989-12-31,
"XDF","Salair Inc.",1987-12-01,1998-12-31,
"XDH","Kitty Hawk Air Cargo",1989-09-01,1993-12-31,
"XE","ExpressJet Airlines Inc.",2006-07-01,2009-12-31,
"XE","ExpressJet Airlines Inc.",2010-01-01,2011-12-31,
"XF","Vladivostok Air",2007-12-01,2014-08-31,
"XG","North American Airlines",1990-01-01,2002-12-31,
"XG","North American Airlines",2003-01-01,2004-12-31,
"XJ","Mesaba Airlines",1997-07-01,1998-12-31,
"XJ","Mesaba Airlines",1999-01-01,2011-12-31,
"XK","Aerotal",1981-07-01,1989-12-31,
"XL","Lan Ecuador",2003-04-01,,
"XL","Pro Air Inc.",1997-06-01,1997-06-30,
"XPA","Express Air d/b/a Sunrise",1998-09-01,2002-09-30,
"XP","Casino Express",1992-01-01,2000-12-31,
"XP","Casino Express",2001-01-01,2014-12-31,
"XPE","Amira Air GmbH",2007-05-01,2016-02-29,
"XPQ","International Cargo Xpress",1992-01-01,1994-09-30,
"XP","XTRA Airways",2015-01-01,2019-12-31,
"XP","XTRA Airways",2020-01-01,,
"XV","Presidential Airways Inc.",1985-10-01,1989-12-31,
"XY","Munz Northern Airlines Inc.",1960-01-01,1983-09-30,
"XYZ","Airpac Inc.",1960-01-01,1984-03-31,
"XYZ","Airpac Inc.",1986-07-01,1997-12-31,
"Y2","Globespan Airways Limited d/b/a Flyglobespan",2006-05-01,,
"Y4","Concesionaria Vuela Compania De Aviacion SA de CV (Volaris)",2009-07-01,,
"Y7","Flyjet Limited d/b/a Silverjet",2007-01-01,,
"Y8","Yangtze River Express Airlines Company",2006-06-01,,
"YBQ","Yellow Bird Air",1981-07-01,1989-12-31,
"YB","Trans Continental Airlines",1989-01-01,1992-03-31,
"YM","Royal West Airlines",1986-07-01,1988-05-31,
"YR","Eagle Canyon Airlines d/b/a Scenic Airlines",2002-10-01,2004-12-31,
"YR","Grand Canyon Airlines, Inc. d/b/a Grand Canyon Airlines d/b/a Scenic Airlines",2008-10-01,,
"YR","Scenic Airlines Inc. d/b/a Scenic Airlines",2005-01-01,2008-09-30,
"YTU","Alaska Central Express",1988-09-01,2001-12-31,
"YTU","Alaska Central Express",2002-01-01,2003-03-31,
"YUT","Yute Air Aka Flight Alaska",2002-01-01,2003-03-31,
"YV","Mesa Airlines Inc.",1995-03-01,1997-06-30,
"YV","Mesa Airlines Inc.",1997-07-01,2002-09-30,
"YV","Mesa Airlines Inc.",2002-10-01,2003-12-31,
"YV","Mesa Airlines Inc.",2004-01-01,2006-12-31,
"YV","Mesa Airlines Inc.",2007-01-01,2009-12-31,
"YV","Mesa Airlines Inc.",2010-01-01,,
"YX","Midwest Airline, Inc.",2003-03-01,2009-09-30,
"YX","Midwest Express Airlines",1984-06-01,1990-12-31,
"YX","Midwest Express Airlines",1991-01-01,2003-02-28,
"YX","Republic Airline",2017-01-01,2018-12-31,
"YX","Republic Airline",2019-01-01,,
"YX","Republic Airlines",2009-10-01,2016-12-31,
"Z3","Bidzy Ta Hot Aana, Inc. d/b/a Tanana Air Service",2018-01-01,,
"Z3","PM Air, LLC",2005-10-01,2016-03-31,
"Z3","PM Air, LLC",2016-04-01,2017-12-31,
"Z3","Promech",2003-04-01,2005-09-30,
"Z3Q","PM Air, LLC",2018-01-01,,
"ZA","Accessair Holdings",1998-12-01,2002-12-31,
"ZAQ","Zas Airline Of Egypt",1986-04-01,1995-02-28,
"ZB","Monarch Airlines",1988-11-01,,
"ZE","Eastar Jet Co Ltd.",2016-10-01,,
"ZE","Lineas Aereas Azteca",2002-02-01,2007-12-31,
"ZFZ","Mcphillips Flying Service",1960-01-01,2002-09-30,
"ZG","ZIPAIR Tokyo Inc.",2020-10-01,,
"ZIA","Air New Mexico",1960-01-01,2002-09-30,
"ZK","Great Lakes Airlines",2006-08-01,,
"ZK","Great Lakes Aviation Ltd.",2003-07-01,2006-07-31,
"ZKQ","Zantop International",1979-01-01,1998-12-31,
"ZKQ","Zantop International",1999-01-01,2000-12-31,
"ZKQ","Zantop International",2001-01-01,2003-12-31,
"ZKQ","Zantop International",2004-01-01,2005-09-30,
"ZL","Affretair",1991-08-01,1991-08-31,
"ZMZ","Winnipesaukee Aviation Inc.",1960-01-01,2002-09-30,
"ZN","Key Airlines Inc.",1992-05-01,1993-06-30,
"ZO","Florida Express Inc.",1984-02-01,1989-01-31,
"ZP","Air St. Thomas",2002-10-01,2005-08-31,
"ZQ","Caribbean Sun Airlines",2003-01-01,2010-06-30,
"ZS","Hispaniola Airways",1992-07-01,1993-01-31,
"ZUQ","Zuliana De Aviacion",1990-01-01,1997-02-28,
"ZV","Air Midwest Inc.",1976-11-01,1984-12-31,
"ZV","Air Midwest Inc.",2002-10-01,2008-06-30,
"ZW","Air Wisconsin Airlines Corp",1994-01-01,2017-12-31,
"ZW","Air Wisconsin Airlines Corp",2018-01-01,2018-01-31,
"ZW","Air Wisconsin Airlines Corp",2018-02-01,,
"ZW","Air Wisconsin Inc.",1979-01-01,1993-12-31,
"ZX","Airbc Ltd.",1990-07-01,2000-12-31,
"ZX","Air Georgian",2002-10-01,,
"ZY","Atlantic Gulf Airlines",1985-10-01,1986-09-30,
"ZYZ","Skyway Aviation Inc.",1960-01-01,2002-09-30,
